work,author,year,camp,camp_label,source_chunk,word_count,animal_keywords,text,scan_complete,scan_tag,scan_reasoning
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,447,123,"[""animal"", ""animals"", ""insects"", ""worms""]","Gills are also a water-bearing organ, which may moreover become accustomed to breathing free air ; but this respiratory organ is always isolated either within or without the animal, and only occurs in animals whose organisation is sufficiently advanced to have a nervous and a circulatory system. Trying to find gills in radiarians and worms merely because they breathe water, is like trying to find lungs in insects because they breathe air. The air-breathing tracheae of insects constitute therefore the most imperfect of the air-breathing organs ; they extend throughout all parts of the animal, carrying with them the valuable influence of respiration ; whereas lungs, like gills, are isolated respiratory organs which at their highest development are more active than any other.",TRUE,internal_essence,"Confident: it characterizes tracheae, gills, and lungs by their structural organization and respiratory function."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,447,99,"[""animal"", ""animals"", ""insects"", ""worms""]","Respiration, in animals which have no circulation of their essential fluid, is carried out slowly without any perceptible movement, and in a system of organs which is distributed to almost every part of the ani-' maPs body. In this type of respiration, the respired fluid itself conveys its influence to the parts ; the animal's essential fluid goes nowhere in advance of it. Such is the respiration of the radiarians and worms,

in which, water is the respired fluid ; and such again is the respiration of the insects and arachnids, in which the respired fluid is atmospheric air.",TRUE,internal_essence,Confident: it explains respiration in animals without circulation as a distributed internal organ system with different respired fluids.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,448,319,"[""animal"", ""animals"", ""insects"", ""worms""]","in which, water is the respired fluid ; and such again is the respiration of the insects and arachnids, in which the respired fluid is atmospheric air. But the respiration of animals, which have a general circulation, is of a very different type ; it is effected more rapidly, it gives rise to special movements which in the highest animals become regular, and it is carried out in a simple, double or compound organ that is isolated and does not spread throughout the body. The essential fluid or blood of the animal then goes beyond the respired fluid, which only penetrates as far as the respiratory organ : the blood therefore has to undergo in addition to the general circulation a special circulation that I may call respiratory. Now since it is sometimes only a part of the blood that travels to the organ of respiration before being despatched throughout the animal's body, and since in other cases the whole of the blood passes through this organ before its journey in the body, the respiratory circulation is accordingly said to be either complete or incomplete. Now that I have shown that there are two quite different types of respiration in those animals which have a distinct respiratory organ, I think that the name of general respiration may be given to the first type, such as that of the radiarians, worms, and insects ; and that the name of local respiration should be applied to the second type, which belongs to animals more perfect than insects, including perhaps the limited respiration of arachnids. The faculty of breathing is thus peculiar to certain animals ; and the nature of the organ by which they breathe is so well adapted to their needs and to the stage of development of their organisation, that it would be very unreasonable to expect to find in imperfect animals the respiratory organ of more perfect animals.",TRUE,internal_essence,Confident: it explains animal respiration through internal circulation and the structure of the respiratory organ.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,448,40,"[""animals""]","This confers upon the animals which possess it, the faculty of performing actions and movements, and of controlling these activities either by the inclination due to habit, or by the inner feeling, or, lastly, by the operations of the intellect.",TRUE,non_divine_teleology,"Confident: animals are characterized by the faculty it confers, namely performing and controlling actions and movements."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,449,40,"[""animals""]","This confers upon the animals which possess it, the faculty of performing actions and movements, and of controlling these activities either by the inclination due to habit, or by the inner feeling, or, lastly, by the operations of the intellect.",TRUE,non_divine_teleology,"Confident: same functional claim as the previous passage, defining the relevant animal faculty by what it enables."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,449,275,"[""animals"", ""polyps""]","Now if it is true that that function of the nervous system, of which the purpose is to dispatch the subtle fluid of the nerves to the muscular fibres or bundles and set them in action, is much simpler than that other function of producing feeling (as I hope to prove), it must follow that as soon as the nervous system had reached the stage of a medullary mass in which terminate the various nerves, or as soon as it was provided with separate ganglia sending

272 ZOOLOGICAL PHILOSOPHY

out nervous threads to various parts, it was henceforth capable of giving rise to muscular excitation without however being able to produce the phenomenon of feeling. From these principles I believe I am justified in drawing the conclusion that the formation of the muscular system is subsequent to that of the earliest stages of the nervous system, but that the faculty of carrying out actions and movements by means of muscular organs is in animals prior to that of experiencing sensations. Now since the origin of the nervous system is anterior to that of the muscular system, and since its functional existence only dates from the time when it was composed of a main medullary mass from which issue nervous threads, and since no such system of organs can exist in animals with organisations as simple as the infusorians or most polyps, it clearly follows that the muscular system is peculiar to certain animals, that it is not possessed by all, and yet that the faculty of acting and moving by muscular organs exists in a greater number of animals than does the faculty of feeling.",TRUE,internal_essence,Confident: it grounds movement and sensation in the internal development of the nervous and muscular systems.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,450,375,"[""animals"", ""insects"", ""polyps"", ""scale"", ""worms""]","Now since the origin of the nervous system is anterior to that of the muscular system, and since its functional existence only dates from the time when it was composed of a main medullary mass from which issue nervous threads, and since no such system of organs can exist in animals with organisations as simple as the infusorians or most polyps, it clearly follows that the muscular system is peculiar to certain animals, that it is not possessed by all, and yet that the faculty of acting and moving by muscular organs exists in a greater number of animals than does the faculty of feeling. For deciding as to the presence of a muscular system in animals in doubtful cases, it is important to consider whether there are in these animals any points of attachment for muscular fibres, of a certain strength or firmness ; for, being constantly under stress, these points of attachment become gradually stronger. It is certain that the muscular system exists in insects and all animals of subsequent classes ; but has nature established this system in animals that are more imperfect than insects ? If she has, it can hardly be (as far as the radiarians are concerned) anywhere but in the echinoderms and fistulides : it cannot be in the soft radiarians : perhaps there are rudiments of it in the sea-anemones ; the coriaceous substance of their bodies makes this belief plausible, but its presence cannot be supposed in the hydra nor in most other polyps, and still less in the infusorians. It is possible that, when nature set out to establish some special system of organs, she selected conditions favourable to their creation ; and that consequently there are several interruptions in our scale of animals near the point at which the system is established, and due to the existence of cases in which its formation was impracticable. Attentive observation of the operations of nature in the light of these principles will doubtless teach us many things that we do not yet know on these interesting subjects, and may perhaps disclose the fact that although nature was able to begin the muscular system with the radiarians, yet the worms which follow them are still devoid of it.",TRUE,internal_essence,Confident: it classifies animals by whether they possess a muscular system and by anatomical attachments for muscle fibers.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,451,120,"[""animal"", ""animals"", ""insects"", ""worms""]","Attentive observation of the operations of nature in the light of these principles will doubtless teach us many things that we do not yet know on these interesting subjects, and may perhaps disclose the fact that although nature was able to begin the muscular system with the radiarians, yet the worms which follow them are still devoid of it. If this principle is well-founded, it will confirm what I have already urged with regard to worms, viz. : that they appear to constitute a

special branch of the animal chain that has started afresh by spontaneous generation (Chapter VI., p. 247). The plainly marked and well-known muscular system in insects is everywhere found afterwards in animals of the following classes.",TRUE,internal_essence,Confident: it discusses the presence or absence of a muscular system across animal groups as an internal structural feature.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,452,217,"[""animal""]","I hope to prove that this effect, constituting feeling or sensation, is an undoubted result of an affective cause which excites action in any part of the special system of organs adapted to it ; this action by a repercussion, that is swifter than light and affects every part of the system, delivers its general effect in the common nucleus of sensation and the sensation is then propagated to the point of the body that was affected. I shall endeavour to describe in the third part of this work, the wonderful mechanism of the effect which we call feeling : I shall here merely remark that the special system of organs for producing such an effect, is known under the name of the nervous system ; and I may add that this system only acquires the faculty of giving rise to feeling, when it is so far developed as to have numerous nerves meeting in a common nucleus or centre of communication. It follows from these principles that no animal, which does not possess a nervous system of the kind named, can experience the remarkable effect in question, nor consequently can it have the faculty of feeling. A fortiori, any animal which does not have nerves, terminating in a main medullary mass, must be destitute of feeling.",TRUE,internal_essence,Confident: feeling is explained as the product of a nervous system with a common nucleus and terminating nerves.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,452,57,"[""animals""]","It has however been held that this faculty is common to all animals ; this is clearly a mistake, for all

s

274 ZOOLOGICAL PHILOSOPHY

animals neither have nor can have nerves ; moreover, those in which nerves are just arising, do not yet possess a nervous system that fulfils the conditions for the production of feeling.",TRUE,junk,"Confident: it only states that not all animals have nerves and refers back to the prior claim, without adding substantive explanation."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,453,32,"[""animals""]","animals neither have nor can have nerves ; moreover, those in which nerves are just arising, do not yet possess a nervous system that fulfils the conditions for the production of feeling.",TRUE,junk,Confident: this is a fragment repeating the previous sentence with no independent explanatory content.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,453,258,"[""animals"", ""insects"", ""polyps"", ""worms""]","The faculty of feeling therefore cannot be common to all animals. If it is true that every faculty that is limited to certain living bodies is based upon a special organ, as is everywhere found to be the case, it must also be true that the faculty of feeling, which is clearly limited to certain animals, is exclusively the product of a special organ or system of organs, whose activities produce it. According to this principle, the nervous system constitutes the special organ of feeling when it is composed of a single centre of communication and of nerves terminating it. Now it seems probable that it is only in the insects that the nervous system attains a development sufficient for the production of feeling, although still of a vague kind. The faculty recurs in all animals of later classes in a regular progress towards perfection. But in animals less perfect than insects, such as worms and radiarians, if we do find traces of nerves and separated ganglia, there are strong reasons for the presumption that these organs are only adapted to the excitation of muscular movement, the simplest faculty of the nervous system. Finally, in animals still more imperfect, such as the majority of polyps and all the infusorians, it is quite certain that they cannot possess a nervous system capable of giving them the faculty of feeling, nor even that of moving by muscles : for them, irritability alone takes its place. Thus feeling is not a faculty common to all animals, as has been generally held.",TRUE,internal_essence,"Confident: it explicitly says feeling depends on a special organ, the nervous system, with a specific internal organization."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,453,61,"[""animals""]","This is a special faculty which is in animals nearly as general as feeling ; it results from an organic function, not essential to life, the purpose of which is to attain the fertilisation of an embryo which then becomes fitted for the possession of life, and for constituting after development an individual like that or those from which it sprang.",TRUE,non_divine_teleology,"Confident: it defines the faculty by its purpose, namely attaining fertilisation and producing an embryo."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,454,165,"[""animal"", ""animals""]","This is a special faculty which is in animals nearly as general as feeling ; it results from an organic function, not essential to life, the purpose of which is to attain the fertilisation of an embryo which then becomes fitted for the possession of life, and for constituting after development an individual like that or those from which it sprang. This function is performed at particular periods, sometimes regular and sometimes not, by the co-operation of two systems of organs called sexual, one being the male organs and the other female. Sexual reproduction is observed in animals and plants, but it is limited to particular animals and plants and is not a faculty common to all these living bodies ; nature could not have made it so, as we shall see. In the production of living bodies, both animal and plant, nature was originally obliged to create the simplest organisation in the most fragile bodies, where it was impossible to establish any special organs.",TRUE,non_divine_teleology,Confident: the passage explains sexual reproduction as an organic function serving fertilisation through male and female organs.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,454,49,"[""animals"", ""polyps""]","Such is the method employed by nature for the multiplication of those animals and plants, to which she could not give the complicated apparatus of sexual reproduction ; it would be in vain to seek any such apparatus in the algae and fungi, or in the infusorians and polyps.",TRUE,junk,Confident: it only notes a method of multiplication and lists groups lacking sexual apparatus.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,455,124,"[""animals"", ""molluscs"", ""shell"", ""vertebrates""]","Indeed many plants are hermaphrodites, in which the individual suffices to itself for f ertilisation ; but in animals, which combine the two sexes, it is' not yet proved by observation that the individuals are sufficient to themselves ; and it is known that many truly hermaphrodite molluscs none the less fertilise one another. It is true that, among hermaphrodite molluscs, those which have a bi-valve shell and are fixed, like oysters, must apparently fertilise themselves : it is however possible that they may fertilise one another mutually through the medium in which they are immersed. If this is so, there are among animals only imperfect hermaphrodites ; and it is known that, among vertebrates, there are not even any true hermaphrodites at all.",TRUE,junk,Confident: this is mostly a comparison of hermaphroditism across animals and molluscs without defining what animals are.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,455,182,"[""animals"", ""mammals"", ""polyps""]","The character of hermaphroditism consists in the combination of the two sexes in one individual, but it seems that the monoecious plants constitute an exception ; for although a monoecious shrub or tree carries both sexes, its individual flowers are none the less unisexual. I may remark in this connection that it is wrong to give the name

276 ZOOLOGICAL PHILOSOPHY

of individual to a tree or shrub or even to herbaceous perennials ; for a tree, shrub, etc., is in reality a collection of individuals which live on one another, communicate together, and share a common life, in the same way as the compound polyps of madrepores, millipores, etc. ; as I have already proved in the first chapter of this second part. Fertilisation, the essential result of an act of sexual reproduction, must be divided into two different kinds, one of which is higher or more eminent than the other, since it belongs to the most perfect animals (mammals). This comprises the fertilisation of viviparous animals, while the other, which is inferior and less perfect, includes that of oviparous animals.",TRUE,junk,"Confident: the main point is about trees and shrubs as collections of individuals, with only incidental references to animals."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,456,96,"[""animals"", ""mammals""]","Fertilisation, the essential result of an act of sexual reproduction, must be divided into two different kinds, one of which is higher or more eminent than the other, since it belongs to the most perfect animals (mammals). This comprises the fertilisation of viviparous animals, while the other, which is inferior and less perfect, includes that of oviparous animals. The fertilisation of viviparous animals immediately vivifies the embryo exposed to it, and this embryo forthwith continues to live, and feeds and develops at the expense of its mother, with which it remains in communication up to birth.",TRUE,non_divine_teleology,Confident: it characterizes fertilisation by its role in vivifying embryos and supporting development in viviparous animals.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,456,164,"[""animal"", ""animals"", ""birds"", ""eggs""]","The fertilisation of oviparous animals, on the other hand, only prepares the embryo for the reception of life, but does not actually confer life. Now this fertilised embryo of oviparous animals is enclosed with a store of food in investments, which cease to communicate with the mother before being separated from her ; and it only receives life when a special factor, which may come sooner or later according to circumstances, or may not come at all, communicates to it the vital movement. This special factor, which confers life on the embryo of an oviparous animal after it has been fertilised, consists as regards animals' eggs in a mere rise of temperature, and as regards the seeds of plants in the cooperation of moisture with a gentle penetrating warmth. In birds' eggs, for instance, incubation causes this rise of temperature, and in many other eggs a gentle warmth of the atmosphere is enough ; lastly, circumstances that favour germination vitalise the seeds of plants.",TRUE,internal_essence,Confident: it explains the mechanism as temperature or moisture communicating the vital movement to the embryo.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,457,213,"[""animal"", ""animals"", ""birds"", ""eggs""]","This special factor, which confers life on the embryo of an oviparous animal after it has been fertilised, consists as regards animals' eggs in a mere rise of temperature, and as regards the seeds of plants in the cooperation of moisture with a gentle penetrating warmth. In birds' eggs, for instance, incubation causes this rise of temperature, and in many other eggs a gentle warmth of the atmosphere is enough ; lastly, circumstances that favour germination vitalise the seeds of plants. But eggs and seeds adapted for giving existence to animals and plants must of necessity contain a fertilised embryo enclosed in investments, whence it can only emerge after breaking through them : such eggs and seeds are therefore products of sexual reproduction, since reproductive bodies otherwise originating do not have any embryo enclosed in investments which have to be broken through at the outset of development. Gemmae and the more or less oviform reproductive bodies of many animals and plants cannot assuredly be compared with them : it would be a waste of time to search for sexual generation where nature has had no means for establishing it. Sexual reproduction is thus peculiar to certain animals and plants : consequently the simplest and most imperfect living bodies cannot possess any such faculty.",TRUE,non_divine_teleology,"Confident: it defines eggs and seeds in terms of what they are for, namely giving existence to animals and plants through sexual reproduction."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,457,116,"[""animal"", ""animals""]","This is a faculty which only exists in certain animals, and which is much less general in the animal kingdom than the five others of which I have already spoken. This faculty springs from an organic function whose purpose is the acceleration of the movements of the essential fluid of certain animals, — a function which is performed by a special system of organs adapted to it. This system of organs is essentially composed of two kinds of vessels, viz. arteries and veins, and almost always in addition a thick and hollow muscle, which occupies about the centre of the system, which soon becomes the principal motive power of it, and which is called the heart.",TRUE,internal_essence,"Confident: it gives a structural/mechanistic account of the circulatory system, naming arteries, veins, and the heart."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,458,115,"[""animal""]","This system of organs is essentially composed of two kinds of vessels, viz. arteries and veins, and almost always in addition a thick and hollow muscle, which occupies about the centre of the system, which soon becomes the principal motive power of it, and which is called the heart. The function carried out by this system of organs consists in driving the animal's essential fluid, which is here known by the name of blood, from an almost central point occupied by the heart (when there is one), through the arteries into every part of the body ; whence it returns to the same point by the veins, and is then dispatched anew throughout the body.",TRUE,internal_essence,"Confident: it describes blood circulation through the heart, arteries, and veins as the system's internal operation."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,458,51,"[""animals""]","It should be qualified as general in order to distinguish it from the respiratory circulation, which is undertaken by a special system likewise composed of arteries and veins. Nature, when initiating organisation in the simplest and most imperfect animals, was only able to give their essential fluid an extremely slow movement.",TRUE,internal_essence,"Confident: it explains the animals' ""essential fluid"" and its slow movement as part of their organization."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,458,78,"[""animals"", ""polyps""]","But afterwards she gradually animalised and developed the essential fluid of animals in proportion as their organisation became more complex and perfect ; and she accelerated its movement by various methods. In the polyps, the essential fluid is nearly as simple and has scarcely more movement than that of the infusorians. The regular shape of the polyps, however, and especially their alimentary cavity begin to furnish means to nature for somewhat increasing the activity of their essential fluid.",TRUE,internal_essence,Confident: it characterizes animals by the development and acceleration of their essential fluid as organization becomes more complex.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,458,59,"[""animals""]","The expansive surrounding subtle fluids, in fact, which constitute the exciting cause of these animals' movements, penetrate chiefly

278 ZOOLOGICAL PHILOSOPHY

into their alimentary cavity ; and by their incessant expansions have greatly developed this cavity, have induced the radiating form of these animals both internally and externally, and moreover cause the isochronous movements observed in the soft radiarians.",TRUE,non_divine_teleology,"Confident: the subtle fluids are described as the ""exciting cause"" of movement and as developing the alimentary cavity for a function."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,459,154,"[""animals"", ""crustaceans"", ""insects""]","into their alimentary cavity ; and by their incessant expansions have greatly developed this cavity, have induced the radiating form of these animals both internally and externally, and moreover cause the isochronous movements observed in the soft radiarians. When nature had established muscular movement, as she has in the insects and perhaps even a little before, she had a new means for increasing the movement of their serum or essential fluid ; but on reaching the organisation of the crustaceans, this means no longer sufficed, and a special system of organs had to be created for accelerating the essential fluid or blood of these animals. It is indeed in the crustaceans that we find for the first time a complete general circulation ; for this function is only rudimentary in the arachnids. Every new system of organs acquired is permanently preserved in subsequent organisations ; but nature continues to work towards its gradual perfection.",TRUE,non_divine_teleology,"Confident: it treats organs as means for nature to increase the essential fluid and circulation, i.e. function-based explanation."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,459,176,"[""animal"", ""animals"", ""birds"", ""fishes"", ""mammals"", ""reptiles""]","This is the case with animals which have imperfect gills ; but in fishes, where the branchial respiration is perfect, the general circulation is accompanied by a complete respiratory circulation. When nature subsequently created lungs for breathing, as she did in the reptiles, the general circulation was of necessity accompanied only by an incomplete respiratory circulation ; because the new respiratory organ was still too imperfect, and because the general circulation still had a heart with only one ventricle and also because the new fluid breathed is by itself more effectively restorative than water, so that a complete respiration was not needed. But when nature reached that perfection of pulmonary respiration seen in the birds and mammals, the general circulation came to be accompanied by a complete respiratory circulation ; the heart necessarily had two ventricles and two auricles ; and the blood gained its highest velocity ; the high animalisation became capable of raising the animal's internal temperature above that of .the environment, and, lastly, the blood became subject to rapid decomposition requiring corresponding restoration.",TRUE,non_divine_teleology,Confident: the passage explains respiratory and general circulation in terms of what the organs do and why they are needed.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,460,207,"[""animal"", ""animals"", ""birds"", ""crustaceans"", ""mammals"", ""reptiles""]","When nature subsequently created lungs for breathing, as she did in the reptiles, the general circulation was of necessity accompanied only by an incomplete respiratory circulation ; because the new respiratory organ was still too imperfect, and because the general circulation still had a heart with only one ventricle and also because the new fluid breathed is by itself more effectively restorative than water, so that a complete respiration was not needed. But when nature reached that perfection of pulmonary respiration seen in the birds and mammals, the general circulation came to be accompanied by a complete respiratory circulation ; the heart necessarily had two ventricles and two auricles ; and the blood gained its highest velocity ; the high animalisation became capable of raising the animal's internal temperature above that of .the environment, and, lastly, the blood became subject to rapid decomposition requiring corresponding restoration. The circulation of the essential fluid of a living body is then an organic function peculiar to certain animals : it first becomes complete and general in the crustaceans, and is afterwards found gradually becoming more perfect in animals of the following classes ; but it would be vain to seek it in the less perfect animals of the anterior classes.",TRUE,non_divine_teleology,Confident: it defines circulation as an organic function peculiar to certain animals and ties it to respiratory efficiency.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,460,62,"[""animals""]","Of all the faculties peculiar to certain animals, this is the one that is the most limited as regards the numbers. which possess it, even in a very imperfect form ; but it is also the most wonderful, especially when highly developed ; and it may then be regarded as the high- water-mark of what nature can achieve by means of organisation.",TRUE,junk,"Confident: this is a vague evaluative remark about a faculty being wonderful, with no substantive definition or mechanism."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,460,53,"[""animals""]","As this organ is actually distinct from that which produces feeling although unable to exist without it, it follows that the faculty of performing acts of intelligence is not only not common to all animals but is not even common to all those that can feel ; for feeling may exist without intelligence.",TRUE,junk,"Confident: it just states intelligence is not common to all animals and distinguishes it from feeling, without explaining what animals are."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,461,53,"[""animals""]","As this organ is actually distinct from that which produces feeling although unable to exist without it, it follows that the faculty of performing acts of intelligence is not only not common to all animals but is not even common to all those that can feel ; for feeling may exist without intelligence.",TRUE,junk,Confident: identical to the previous passage and still only contrasts intelligence with feeling.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,461,261,"[""animals"", ""birds"", ""fishes"", ""invertebrates"", ""mammals"", ""molluscs"", ""reptiles"", ""vertebrates""]","The special organ in question is thus adjacent to the nucleus ; the nature of the substance of which it is composed appears moreover to differ in no way from that of the nervous system ; in it alone, however, acts of intelligence are performed ; and it is a special organ, for the nervous system may exist without it. In the third part I shall take a general survey of the probable mechanism of the functions of this organ. In vertebrates it is confused with the medullary mass under the name of brain, although it only consists of the two wrinkled hemispheres which cover it over. It is sufficient here to note that of those animals which have a nervous system, it is only the most perfect that actually possess the two cerebral hemispheres ; probably all invertebrates, except perhaps some of the last order of molluscs, are destitute of it, although a great many of them have a brain to which run directly the nerves of one or more special senses, and although this brain is generally divided into two lobes separated by a furrow. In accordance with this view the faculty of performing acts of intelligence has only just begun in the fishes or, at the earliest, in the cephalopod molluscs. It is in these animals in a state of extreme imperfection ; some development has been achieved in the reptiles, especially in the later orders ; much more has been made in the birds, and the faculty reaches its highest point in the latest orders of mammals.",TRUE,internal_essence,Confident: it gives a structural account of the special organ/brain hemispheres and links intelligence to that internal anatomy.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,462,161,"[""animals"", ""birds"", ""fishes"", ""mammals"", ""molluscs"", ""reptiles""]","In accordance with this view the faculty of performing acts of intelligence has only just begun in the fishes or, at the earliest, in the cephalopod molluscs. It is in these animals in a state of extreme imperfection ; some development has been achieved in the reptiles, especially in the later orders ; much more has been made in the birds, and the faculty reaches its highest point in the latest orders of mammals. Intelligence is then a faculty limited to certain animals which are able to feel ; but the faculty is not common to all those that possess feeling : indeed, as we shall see, among the latter, those that have no

280 ZOOLOGICAL PHILOSOPHY

special organ for performing acts of intelligence can only have simple perceptions of the objects which affect them, but can form no idea of them, do not make comparisons or judgments, and are guided in all their actions by their habitual needs and inclinations.",TRUE,junk,"Confident: it discusses intelligence levels across animals, but not what an animal is."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,462,114,"[""species""]","That life in every body which possesses it consists only of an order and state of things, by which the internal parts can be influenced by an exciting cause and perform movements called organic or vital, from which are produced according to the species the recognised phenomena of organisation ;

2. That the exciting cause of vital movements is external to the organs of all living bodies ; that the elements of this cause are always found, although in varying abundance, wherever there is life ; that it is provided to living bodies by the environment either in whole or part ; and that without this same cause no such body could possess life;",TRUE,internal_essence,Confident: life is defined by an internal state/order that lets organs perform vital movements.
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,463,64,[],"That the exciting cause of vital movements is external to the organs of all living bodies ; that the elements of this cause are always found, although in varying abundance, wherever there is life ; that it is provided to living bodies by the environment either in whole or part ; and that without this same cause no such body could possess life;

3.",TRUE,internal_essence,"Confident: it explains life via an external exciting cause acting on the organs, i.e. a mechanistic account of vital function."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,463,233,"[""animal"", ""animals"", ""scales""]","That animal nature does not differ essentially from vegetable nature as regards the special organs of these two kinds of living bodies, but chiefly as regards the nature of the substances of which they are composed : for the substance of every animal body is such that the exciting cause can establish in it an energetic orgasm and irritability ; whereas the substance of all vegetable bodies merely gives the exciting cause the power of setting in motion the visible contained fluids, while only permitting in the containing parts of a faint orgasm, not enough to produce irritability or to cause any sudden movements by the parts ;

5. That nature herself produces direct or so-called spontaneous generations by creating organisation and life in bodies which did not previously possess them ; that she must of necessity have this faculty in the* case of the most imperfect animals and plants at the beginning of the animal and vegetable scales, and also perhaps of some of their branches ; and that she only performs this strange phenomenon in

tiny portions of matter, gelatinous in the case of animals and mucilaginous in the case of plants, transforming these portions of matter into cellular tissue, filling them with visible fluids which develop within them, and setting up in them various movements, dissipations, restorations and alterations by means of the exciting cause provided by the environment ;",TRUE,internal_essence,"Confident: animals are characterized by their bodily substance enabling orgasm and irritability, and by gelatinous matter being transformed into cellular tissue."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,464,166,"[""animals""]","tiny portions of matter, gelatinous in the case of animals and mucilaginous in the case of plants, transforming these portions of matter into cellular tissue, filling them with visible fluids which develop within them, and setting up in them various movements, dissipations, restorations and alterations by means of the exciting cause provided by the environment ;

6. That the laws which control the various transformations in bodies, of whatever nature they may be, are everywhere the same ; but that these laws in living bodies work results altogether opposite to those achieved in crude or inorganic bodies, because in the former they find an order and state of things which give them the power to produce all the phenomena of life, while in the latter they find a very different state of things and produce very different effects : so that it is not true that nature has special laws for living bodies, opposite to those which control the transformations observed in lifeless bodies ;

7.",TRUE,internal_essence,"Confident: it describes animal matter being transformed into cellular tissue and moved by environmental causes, a structural-mechanistic account."
Zoological Philosophy,Jean-Baptiste Lamarck,1809,C,mechanistic_quasi_teleological,464,74,"[""animal"", ""animals""]","That in addition to the faculties common to all living bodies, some of these bodies, especially among animals, have faculties peculiar to themselves and not found among the rest ; but these special faculties are in every case the product of a special organ or system of organs, so that no animal without that organ or system of organs can possibly possess the faculty which it confers on those that have it ; 1",TRUE,internal_essence,Confident: special animal faculties are said to arise from a special organ or organ system.
