work_id,period_bin,year,title,sources,volumes,n_rows,n_junk,n_explanatory,n_divine_teleology,n_non_divine_teleology,n_internal_essence,below_min_explanatory
ward|modern system of natural history containing accurate descriptions,1750_1799,1775,"A modern system of natural history. Containing accurate descriptions, and faithful histories, of animals, vegetables, and minerals. ... By the Rev. Samuel Ward, ... 1775: Vol 2",IA,1,331,259,72,2,60,10,0
hayes|natural history of british birds c with their,1750_1799,1775,"A natural history of British birds, &c. with their portraits, accurately drawn, and beautifully coloured from nature, by Mr. Hayes. 1775",IA,1,84,68,16,0,15,1,1
monro|essay on comparative anatomy the second edition 1775,1750_1799,1775,An essay on comparative anatomy. The second edition. 1775,IA,1,191,97,94,2,85,7,0
hunter|experiments on animals and vegetables with respect to,1750_1799,1775,"Experiments on animals and vegetables, with respect to the power of producing heat. By John Hunter, F.R.S. Read at the Royal Society, June 22, 1775. 1775",IA,1,24,19,5,0,1,4,1
pontoppidan|natural history of norway in two parts translated,1750_1799,1775,"[Forste forsog paa Norges naturlige historie]. The natural history of Norway: ... In two parts Translated from the Danish original of the Right Revd. Erich Pontoppidan, ... Illustrated with copper pla",IA,1,1156,1006,150,32,109,9,0
buffon|natural history of animals vegetables and minerals with,1750_1799,1775,"[Histoire naturelle. English]. The natural history of animals, vegetables, and minerals; with the theory of the earth in general. Translated from the French of Count de Buffon. ... By W. Kenrick, L.L.",IA,1,505,349,156,4,109,43,0
samuelward|natural history of fishes,1750_1799,1775,Natural history of fishes,IA,1,538,441,97,6,87,4,0
adicquemare|second essay on the natural history of the,1750_1799,1775,"A Second Essay on the Natural History of the Sea Anemonies. By the Abbe Dicquemare, Member of Several Academies, and Professor of Natural Philosophy, &c. at Havre de Grace. Translated from the French",IA,1,98,87,11,0,9,2,1
jhunter|experiments on animals and vegetables with respect to,1750_1799,1775,"Experiments on Animals and Vegetables, with Respect to the Power of Producing Heat. By John Hunter, F. R. S.",IA,1,27,22,5,0,2,3,1
humphreyprimatt|dissertation on the duty of mercy and sin,1750_1799,1776,A Dissertation on the Duty of Mercy and Sin of Cruelty to Brute Animals,IA,1,265,233,32,21,9,2,0
|british zoology fourth edition 1776 vol 3,1750_1799,1776,British Zoology. ... - Fourth edition. 1776: Vol 3,IA,1,1002,926,76,5,50,21,0
|british zoology fourth edition 1776 vol 1,1750_1799,1776,British zoology.... - Fourth edition. 1776: Vol 1,IA,1,1036,910,126,7,115,4,0
|british zoology fourth edition 1776 vol 2,1750_1799,1776,British zoology.... - Fourth edition. 1776: Vol 2,IA,1,716,649,67,0,57,10,0
home|six sketches on the history of man containing,1750_1799,1776,"Six sketches on the history of man. Containing, the progress of men as individuals. ... With an appendix, concerning, the propagation of animals, and the ... 1776",IA,1,242,203,39,13,25,1,0
ferber|travels through italy in the years 1771 and,1750_1799,1776,"Travels through Italy, in the years 1771 and 1772. Described in a series of letters to Baron Born, on the natural history, particularly the mountains and volcanos of that country, by John James Ferber",IA,1,289,289,0,0,0,0,1
miller|1776,1750_1799,1776,"[Various subjects of natural history wherein are delineated birds, animals, and many curious plants: with the parts of fructification of each plant, all of which are drawn and coloured from nature.] 1",IA,1,3,3,0,0,0,0,1
thomaspennant|british zoology,1750_1799,1776,British Zoology,IA,1,671,617,54,0,52,2,0
nimmo|general history of stirlingshire containing an account of,1750_1799,1777,"A general History of Stirlingshire: containing an Account of the ancient Monuments and most important and curious Transactions in that Shire, from the Roman Invasion of Scotland to the Present Times ;",IA,1,147,142,5,0,5,0,1
johnaikin|essay on the application of natural history to,1750_1799,1777,An Essay on the Application of Natural History to Poetry,IA,1,84,79,5,0,5,0,1
johnaitkin|essay on the application of natural history to,1750_1799,1777,An Essay on the Application of Natural History to Poetry,IA,1,134,129,5,0,5,0,1
carter|journey from gibraltar to malaga with a view,1750_1799,1777,"A journey from Gibraltar to Malaga; with a view of that garrison and its environs; a particular account of the towns in the Hoya of Malaga; the antient and natural history of those cities, of the coas",IA,1,75,73,2,0,2,0,1
aikin|essay on the application of natural history to,1750_1799,1777,An essay on the application of natural history to poetry. By J. Aikin. 1777,IA,1,130,126,4,0,4,0,1
|beauties of natural history or elements of zoography,1750_1799,1777,"Beauties of natural history; or, elements of zoography. ... With a preliminary essay, on the pleasure and advantage of this science. The whole illustrated by ... copper-plates, ... 1777",IA,1,984,745,239,9,214,16,0
|british zoology fourth edition 1777 vol 4,1750_1799,1777,British zoology.... - Fourth edition. 1777: Vol 4,IA,1,391,362,29,1,17,11,1
hewson|experimental inquiries part the third containing a description,1750_1799,1777,"Experimental inquiries: part the third. Containing a description of the red particles of the blood in the human subject and in other animals, with an account of the structure and offices of the lympha",IA,1,86,71,15,1,13,1,1
forster|observations made during a voyage round the world,1750_1799,1778,"Observations made during a voyage round the world, on physical geography, natural history, and ethic philosophy ...",IA,1,504,445,59,0,52,7,0
|observations made during a voyage round the world,1750_1799,1778,"Observations made during a voyage round the world [in H.M.S. Resolution] on physical geography, natural history, and ethic philosophy, especially on. 1, The Earth and its strata . 2, Water and the oce",IA,1,460,392,68,2,60,6,0
hunter|practical treatise on the diseases of the teeth,1750_1799,1778,"[Natural history of the human teeth. Part 2]. A practical treatise on the diseases of the teeth; intended as a supplement to the Natural history of those parts. By John Hunter, ... 1778",IA,1,61,58,3,0,3,0,1
telltruth|natural history of birds by t tell truth,1750_1799,1778,The natural history of birds. By T. Tell truth. Embellished with curious cuts. 1778,IA,1,108,91,17,0,16,1,1
fortis|travels into dalmatia containing general observations on the,1750_1799,1778,"Travels into Dalmatia; containing general observations on the natural history of that country and the neighbouring islands; ... in a series of letters from Abbe Alberto Fortis, to the Earl of Bute, th",IA,1,466,439,27,1,26,0,1
johnhunter|natural history of the human teeth explaining their,1750_1799,1778,"The Natural History of the Human Teeth: Explaining Their Structure, Use, Formation, Growth, and ...",IA,1,146,106,40,0,37,3,0
jhunter|of the heat c of animals and vegetables,1750_1799,1778,"Of the Heat, &c. of Animals and Vegetables. By Mr. John Hunter, F. R. S.",IA,1,70,68,2,0,1,1,1
albin|natural history of english song birds including such,1750_1799,1779,"A natural history of English song-birds, including such foreign birds as are usually brought over and esteamed for their singing: ... by Mr. Eleazar Albin,.. 1779",IA,1,168,148,20,1,17,2,1
afontanajparadise|experiments and observations on the inflammable air breathed,1750_1799,1779,"Experiments and Observations on the Inflammable Air Breathed by Various Animals. By the Abbe Fontana, Director of the Cabinet of Natural History Belonging to His Royal Highness the Grand Duke of Tusca",IA,1,36,36,0,0,0,0,1
afontana|account of the airs extracted from different kinds,1750_1799,1779,"Account of the Airs Extracted from Different Kinds of Waters; With Thoughts on the Salubrity of Air at Different Places. In a Letter from the Abbe Fontana, Director of the Cabinet of Natural History B",IA,1,7,7,0,0,0,0,1
jingenhousz|improvements in electricity by john ingenhousz f r,1750_1799,1779,"Improvements in Electricity. By John Ingenhousz, F. R. S. Body Physician to Their Imperial Majesties. Who was Nominated by the President and Council to Prosecute Discoveries in Natural History, Pursua",IA,1,3,3,0,0,0,0,1
edwards|discourse on the emigration of british birds 1780,1750_1799,1780,A discourse on the emigration of British birds: ... 1780,IA,1,126,111,15,4,11,0,1
moyes|heads of a course of lectures on the,1750_1799,1780,"Heads of a course of lectures on the philosophy of chemistry and natural history: to be delivered by Henry Moyes, ... 1780",IA,1,8,8,0,0,0,0,1
leclerc|natural history 1780 vol 1,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 1",IA,1,334,324,10,0,7,3,1
leclerc|natural history 1780 vol 2,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 2",IA,1,647,507,140,3,49,88,0
leclerc|natural history 1780 vol 3,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 3",IA,1,697,547,150,4,112,34,0
leclerc|natural history 1780 vol 4,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 4",IA,1,716,575,141,0,112,29,0
leclerc|natural history 1780 vol 5,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 5",IA,1,1084,928,156,1,124,31,0
leclerc|natural history 1780 vol 6,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 6",IA,1,1137,975,162,1,136,25,0
leclerc|natural history 1780 vol 7,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 7",IA,1,1115,954,161,1,110,50,0
leclerc|natural history 1780 vol 8,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 8",IA,1,947,870,77,3,43,31,0
|farmer s wife or complete country housewife containing,1750_1799,1780,"The farmer's wife; or complete country housewife. Containing full and ample directions for the breeding and management of turkies ... Instructions for fattening hogs, ... To which is added the art of ",IA,1,144,128,16,0,16,0,1
|farmer s wife or the complete country housewife,1750_1799,1780,"The farmer's wife; or the complete country housewife. Containing full and ample directions for the breeding and management of turkies, ... Instructions for fattening hogs, ... To which is added the ar",IA,1,140,123,17,0,17,0,1
|reasonable animals a satyrical sketch as it performed,1750_1799,1780,The reasonable animals; a satyrical sketch. As it performed at the Theatre-Royal in the Hay-Market. 1780,IA,1,39,39,0,0,0,0,1
dillon|travels through spain with a view to illustrate,1750_1799,1780,"Travels through Spain, with a view to illustrate the natural history and physical geography of that Kingdom, in a series of letters. ... adorned with copper-plates and a new map of Spain. ... Written ",IA,1,330,310,20,1,19,0,1
johntalbotdillon|travels through spain with a view to illustrate,1750_1799,1780,"Travels Through Spain, with a View to Illustrate the Natural History and Physical Geography of that Kingdom, in a Series of Letters. Including the Most Interesting Subjects Contained in the Memoirs of",IA,1,304,281,23,1,22,0,1
afontana|memoria sopra il veleno americano detto ticunas by,1750_1799,1780,"Memoria sopra il Veleno Americano detto Ticunas. By the Abbe Fontana, Director of the Cabinet of Natural History Belonging to His Royal Highness the Grand Duke of Tuscany; Communicated by John Paradis",IA,1,158,158,0,0,0,0,1
tcavallo|thermometrical experiments and observations by tiberius cavallo f,1750_1799,1780,"Thermometrical Experiments And Observations. By Tiberius Cavallo, F. R. S. Who Was Nominated by the President and Council to Prosecute Discoveries in Natural History, Pursuant to the Will of the Late ",IA,1,10,10,0,0,0,0,1
49894,1750_1799,1781,A general synopsis of birds,BHL,4,4443,4305,138,0,125,13,0
pennant|history of quadrupeds 1,1750_1799,1781,History of quadrupeds. 1,IA,1,895,821,74,5,58,11,0
pennant|history of quadrupeds 2,1750_1799,1781,History of quadrupeds. 2,IA,1,707,626,81,0,76,5,0
latham|general synopsis of birds 1 1,1750_1799,1781,"A general synopsis of birds. 1,1",IA,1,1059,1013,46,0,37,9,0
pennant|genera of birds 1781,1750_1799,1781,Genera of birds. 1781,IA,1,222,192,30,0,27,3,0
|select dissertations from the am nitates academic a,1750_1799,1781,"Select dissertations from the Amœnitates academicæ, a supplement to Mr. Stillingfleet's tracts relating to natural history. Translated by the Rev. F.J. Brand, M.A. In two volumes. Volume I. 1781",IA,1,164,157,7,0,5,2,1
pennant|history of quadrupeds 1781 vol 1,1750_1799,1781,[Synopsis of quadrupeds]. History of quadrupeds ... 1781: Vol 1,IA,1,856,787,69,3,58,8,0
pennant|history of quadrupeds 1781 vol 2,1750_1799,1781,[Synopsis of quadrupeds]. History of quadrupeds ... 1781: Vol 2,IA,1,683,609,74,1,67,6,0
|natural history of four footed beasts by t,1750_1799,1781,The natural history of four-footed beasts. By T. Teltruth. Embellished with curious cuts. 1781,IA,1,89,73,16,0,13,3,1
jrforster|natural history and description of the tyger cat,1750_1799,1781,"Natural History and Description of the Tyger-Cat of the Cape of Good Hope. By John Reinhold Forster, LL.D. F. R. and A. S.",IA,1,2,2,0,0,0,0,1
jkerrjbanks|natural history of the insect which produces the,1750_1799,1781,"Natural History of the Insect Which Produces the Gum Lacca. By Mr. James Kerr, of Patna; Communicated by Sir Joseph Banks, P. R. S.",IA,1,15,15,0,0,0,0,1
acrawfordjbanks|experiments on the power that animals when placed,1750_1799,1781,"Experiments on the Power That Animals, When Placed in Certain Circumstances, Possess of Producing Cold. By Adair Crawford, M. D.; Communicated by Sir Joseph Banks, Bart. P. R. S.",IA,1,28,28,0,0,0,0,1
tcavallo|account of some thermometrical experiments containing i experiments,1750_1799,1781,"An Account of Some Thermometrical Experiments; Containing, I. Experiments Relating to the Cold Produced by the Evaporation of Various Fluids, with a Method of Purifying Ether. II. Experiments Relating",IA,1,10,10,0,0,0,0,1
